#	學校名稱	地址	電話	網路電話	傳真	學校首頁	更新時間
							
213	和群國中 - 074535	彰化縣和美鎮美寮一段390號	04-7350071	907192010	04-7351524	https://www.hcjh.chc.edu.tw/	2023/8/11 13:00
214	線西國中 - 074504	彰化縣線西鄉寓埔村中央路二段145號	04-7584129	907190030	04-7585630	http://www.hhjh.chc.edu.tw/	2023/8/1 14:21
215	伸港國中 - 074524	彰化縣伸港鄉新港村（路）280巷101號	04-7988611	907193-000	04-7982130	http://www.skjh.chc.edu.tw	2023/8/17 14:17
216	員林國中 - 074510	彰化縣員林市南潭路2號	04-8320873	907196010	04-8345189	http://www.yljh.chc.edu.tw/	2023/8/2 15:06
217	明倫國中 - 074511	彰化縣員林市明倫路二號	04-8311349	907195000	04-8310857	http://www.mljh.chc.edu.tw	2023/9/21 07:01
218	大同國中 - 074536	彰化縣員林市大同路一段345號	(04)8358382	975604196	04-8332428	https://www.ttjhs.chc.edu.tw	2023/9/2 10:05
219	大村國中 - 074525	彰化縣大村鄉村上村中山路二段240號	8521231	907202000	8530490	https://www.ttjh.chc.edu.tw	2023/8/14 09:05
220	永靖國中 - 074527	彰化縣永靖鄉瑚璉村錫壽路123號	04-8221929	907198000	04-8235011	http://www.ycjh.chc.edu.tw	2023/10/13 12:36
221	埔心國中 - 074520	彰化縣埔心鄉忠義北路51號	04-8291129	907199000	04-8298273	https://www.psjh.chc.edu.tw	2023/8/7 14:54
222	溪湖國中 - 074518	溪湖鎮彰水路四段60號	04-8852132	907201010	04-8820341	http://www.cfjh.chc.edu.tw	2023/8/1 11:42
223	埔鹽國中 - 074519	彰化縣埔鹽鄉好修村中正路162號	04-8653424	907203030	04-8656004	http://www.pyjh.chc.edu.tw	2023/8/14 10:52
224	社頭國中 - 074530	 彰化縣社頭鄉中興路1號	04-8732047	0	04-8730743	http://www.stjh.chc.edu.tw	2023/9/15 10:41
225	田中高中 - 074328	彰化縣田中鎮文化街23號	8745820	907204000	8748380	https://www.tcjh.chc.edu.tw/	2023/8/25 11:49
226	二水國中 - 074529	彰化縣二水鄉源泉村月眉巷13號	04-8791557	907216000	04-8792517	http://www.esjh.chc.edu.tw	2023/8/3 09:23
227	北斗國中 - 074501	彰化縣北斗鎮文苑路1段136號	04-8882072	907205010	04-8885573	http://www.ptjhs.chc.edu.tw/	2023/8/7 11:52
228	田尾國中 - 074531	彰化縣田尾鄉饒平村中學路二段18號	04-8832174	0	04-8831624	https://www.twjh.chc.edu.tw	2023/8/15 09:06
229	埤頭國中 - 074534	彰化縣埤頭鄉崙腳村中學路67號	04-8922004	0	04-8928962	http://www.ptjh.chc.edu.tw/new1	2023/11/3 09:06
230	溪州國中 - 074532	彰化縣溪州鄉溪州村中央路三段300號	04-8895054	907208010	04-8890045	http://www.ccjh.chc.edu.tw	2023/10/30 15:19
231	溪陽國中 - 074533	彰化縣溪州鄉成功村下柑路一號	04-8802151	907209010	04-8803142	http://www.hyjh.chc.edu.tw	2023/8/1 09:05
232	竹塘國中 - 074514	彰化縣竹塘鄉竹塘村竹林路一段550號	04-8972034	907210	04-8971411	http://www.ctjhs.chc.edu.tw	2023/8/24 08:40
233	二林高中 - 074313	彰化縣二林鎮中西里二城路6號	04-8960121	907218000	04-8963670	http://www.elsh.chc.edu.tw	2023/8/14 13:54
234	萬興國中 - 074512	彰化縣二林鎮萬興里二溪路六段626號	04-8682978	907212999	04-8680030	http://web.whjh.chc.edu.tw	2023/8/1 11:07
235	原斗國中小 - 074537	彰化縣二林鎮原斗里原竹路872號	(國中部)04-8904600；(國小部)04-8902322	907211030	04-8904156	https://www.ydps.chc.edu.tw	2023/11/9 14:56
236	芳苑國中 - 074517	彰化縣芳苑鄉仁愛村斗苑路芳苑段211號	04-8983264		04-8981906	http://www.fyjhs.chc.edu.tw	2023/8/3 15:22
237	草湖國中 - 074516	彰化縣芳苑鄉草湖村功湖路140號	(04)8861051	907215010	(04)8861920	https://www.thjh.chc.edu.tw/	2023/8/1 12:31
238	大城國中 - 074515	彰化縣大城鄉東城村南平路224號	04-8941021	907213000	04-8941165	http://www.tcjhs.chc.edu.tw/	2023/11/1 09:00
239	彰泰國中 - 074540	彰化縣彰化市自強路357號	7369676	0	7369677	http://www.ctsjh.chc.edu.tw	2023/8/7 16:11
241	信義國中小(074774) - 074541	彰化市向陽里向陽街168號	04-7635888	907178000	04-7616995	http://www.hyjhes.chc.edu.tw/?form=false	2023/8/15 12:30
242	文興高中 - 071317	彰化縣田中鎮員集路3段93號	04-8753889	0	04-8741943	http://www.hshs.chc.edu.tw/	2022/8/25 10:18
243	成功高中 - 074339	彰化縣溪湖鎮汴頭里福德路310號	04-8828588	907200000	04-8828519	https://www.cksh.chc.edu.tw/	2023/8/28 11:40
244	正德高中 - 071318	彰化市彰水路145號	04-7524109	0	04-7511028	https://www.zdhs.chc.edu.tw	2023/9/15 11:27
245	正德高中國小部 - 071318b	彰化縣彰化市彰水路145號	04-7524109	0	04-7511028	https://www.zdhs.chc.edu.tw/bin/home.php	2023/8/2 10:46
250	鹿江國際中小學 - 074542	彰化縣鹿港鎮自由路300號	04-7770557		04-7779701	http://www.ljis.chc.edu.tw/	2023/8/9 14:16
999	精誠中學 - 071311	彰化縣彰化市林森路200號	04-7622790		04-7617051	http://www.cchs.chc.edu.tw	2023/8/3 08:57
